cdatetime,address,district,beat,crimedescr,ucr_ncic_code
2650,2356,2,4,88,1313
2651,3445,4,13,152,2308
2652,2278,3,7,57,4803
2653,4873,4,12,52,5499
2654,1584,2,5,281,7000
2655,5285,2,4,1,2404
2656,946,2,5,230,7000
2657,3018,5,15,187,2604
2658,3164,5,16,144,2204
2658,1117,3,9,2,2404
2658,2276,2,4,88,1313
2658,259,3,7,179,2399
2659,4159,3,10,208,5311
2660,1100,4,12,292,7000
2661,2880,3,9,171,2308
2662,4816,4,12,292,7000
2663,5368,5,16,293,7000
2664,4818,4,12,292,7000
2665,2511,2,6,216,2399
2666,4311,5,16,194,2999
2666,1151,2,4,144,2204
2667,1631,4,11,281,7000
2668,4629,2,6,207,4004
2668,4113,3,9,281,7000
2669,4518,2,6,266,7000
2670,527,4,13,1,2404
2670,527,4,13,1,2404
2671,5017,3,10,285,7000
2671,2810,2,4,93,1315
2671,347,1,3,2,2404
2671,3290,3,9,144,2204
2671,688,4,11,194,2999
2671,4223,6,19,143,2203
2672,4845,4,12,292,7000
2673,3358,6,17,2,2404
2674,1409,4,11,160,2303
2675,4216,5,16,213,5309
2676,772,2,6,1,2404
2677,4824,4,12,292,7000
2678,4569,2,6,207,4004
2679,2074,6,17,19,3599
2679,775,3,7,160,2303
2680,4012,5,16,293,7000
2681,4820,4,12,292,7000
2682,1643,3,8,145,2299
2683,81,3,9,144,2204
2683,966,3,8,289,7000
2683,164,3,10,145,2299
2683,5293,3,7,145,2299
2684,4845,4,12,292,7000
2685,2233,2,4,267,7000
2685,4012,5,16,293,7000
2686,5227,4,13,69,1299
2687,660,2,6,160,2303
2688,3208,3,9,194,2999
2689,4204,2,5,21,3572
2690,1880,3,9,69,1299
2691,1902,2,5,243,7000
2692,3084,6,18,160,2303
2693,1024,2,6,184,7000
2702,1637,1,2,2,2404
2702,4049,3,9,2,2404
2702,434,3,8,196,2999
2703,3800,3,10,192,2999
2703,2730,6,19,2,2404
2704,1167,5,14,72,1210
2705,378,3,7,19,3599
2706,5129,1,3,69,1299
2707,1669,4,12,143,2203
2708,930,3,8,67,5401
2709,4707,5,14,292,7000
2710,1991,5,14,2,2404
2710,4440,2,5,88,1313
2710,4126,5,15,100,1315
2710,1652,2,5,291,7000
2711,4610,6,17,292,7000
2712,2479,6,18,158,2305
2713,3729,6,19,184,7000
2713,509,1,3,235,7000
2714,874,2,6,176,2399
2715,5243,3,8,67,5401
2716,3572,4,13,235,7000
2717,1368,5,14,59,5005
2717,1221,1,2,109,5007
2718,2515,3,9,152,2308
2719,4584,6,17,45,5299
2719,4204,2,5,1,2404
2720,933,6,17,12,3562
2720,4204,2,5,1,2404
2721,4204,2,5,1,2404
2722,5111,4,13,293,7000
2723,512,3,8,232,7000
2724,5079,5,14,292,7000
2725,4024,3,9,2,2404
2725,4106,3,9,2,2404
2725,808,1,2,2,2404
2725,3447,4,13,156,2399
2726,3710,4,13,145,2299
2727,1568,4,11,145,2299
2727,4081,5,15,2,2404
2727,2284,1,3,88,1313
2728,4255,6,19,227,7000
2729,5074,5,16,19,3599
2730,4115,3,9,6,3532
2779,2388,6,17,145,2299
2779,3849,5,14,267,7000
2779,704,3,10,151,2501
2779,3265,1,1,194,2999
2779,4229,3,8,145,2299
2779,221,3,10,165,2605
2780,318,4,11,61,2310
2780,3201,4,13,61,2310
2780,857,3,8,145,2299
2780,3013,3,8,194,2999
2781,1656,6,18,143,2203
2782,5383,4,11,293,7000
2783,3625,6,18,19,3599
2784,2719,3,7,194,2999
2785,477,3,7,69,1299
2886,1256,3,9,192,2999
2887,776,3,8,230,7000
2888,1410,6,17,100,1315
2889,2191,6,17,272,7000
2919,3418,5,16,192,2999
2919,3547,4,12,192,2999
2919,2061,3,7,145,2299
2920,809,1,2,2,2404
2921,3515,5,14,293,7000
2922,4778,2,5,19,3599
2923,914,1,2,194,2999
2924,999,2,5,145,2299
2925,2557,6,17,270,7000
2926,3473,4,13,172,2303
2927,4961,6,17,2,2404
2928,2991,3,9,144,2204
2929,3965,4,13,2,2404
2930,4849,5,15,293,7000
2931,4493,2,5,1,2404
2932,2711,1,1,280,7000
2933,305,3,7,184,7000
2934,151,3,7,61,2310
2934,1547,1,2,232,7000
2934,3797,3,8,291,7000
2935,1614,1,3,293,7000
2936,700,3,8,2,2404
2937,697,3,8,31,5212
2938,4643,3,9,293,7000
2939,598,5,14,144,2204
2939,349,4,13,267,7000
2940,473,6,17,292,7000
2941,4160,3,10,12,3562
2942,2186,6,17,293,7000
2943,2860,3,9,298,5400
2944,2221,1,3,67,5401
2945,819,2,6,2,2404
2945,216,2,5,144,2204
2945,1680,2,5,161,2399
2946,2751,4,13,248,7000
2947,1077,5,14,136,1602
2948,4714,1,3,1,2404
2949,868,3,8,300,7000
2950,5280,4,13,291,7000
2951,931,3,8,298,5400
2951,5246,5,15,1,2404
2952,3628,6,18,298,5400
2953,2024,6,17,19,3599
2954,1052,5,14,184,7000
2955,2220,6,17,292,7000
2786,3260,5,16,184,7000
2786,2618,6,17,267,7000
2786,3112,4,13,248,7000
2786,19,3,9,145,2299
2787,398,4,11,71,1299
2788,5358,6,17,293,7000
2789,3014,5,16,281,7000
2790,4159,3,10,219,7399
2790,495,4,13,194,2999
2791,1319,4,11,270,7000
2792,4662,3,9,292,7000
2793,71,3,10,248,7000
2793,371,6,17,292,7000
2794,4628,2,4,129,3599
2795,2194,5,15,56,4803
2796,711,2,6,2,2404
2796,4301,5,16,2,2404
2796,2217,6,17,7,3582
2796,5358,6,17,292,7000
2797,4595,6,17,292,7000
2798,4491,6,17,292,7000
2799,1770,3,8,297,5400
2800,3195,3,9,292,7000
2801,2431,4,12,88,1313
2802,2974,6,18,292,7000
2803,5108,2,4,297,5400
2804,2440,6,17,292,7000
2805,2129,2,5,297,5400
2806,4168,2,4,129,3599
2807,5223,4,13,270,7000
2807,4151,3,9,145,2299
2807,2145,1,1,145,2299
2807,4205,3,9,160,2303
2807,897,2,6,183,2799
2808,270,3,7,193,2999
2808,2436,4,13,297,5400
2809,1850,6,17,292,7000
2810,619,3,8,144,2204
2811,1071,6,18,267,7000
2812,2894,5,15,291,7000
2813,3821,5,16,144,2204
2813,2103,4,11,145,2299
2814,1922,4,13,235,7000
2815,934,6,17,292,7000
2816,5018,3,10,116,7000
2817,1443,4,12,88,1313
2818,1056,2,4,6,3532
2819,3713,6,19,130,5311
2820,1567,2,6,276,7000
2821,4335,3,9,1,2404
2822,1907,4,11,252,7000
2823,2288,6,17,293,7000
2824,469,6,18,300,7000
2825,215,3,7,287,7000
2826,3156,5,16,292,7000
2827,1850,6,17,293,7000
2828,3228,4,12,248,7000
2828,2498,3,10,192,2999
2829,1877,2,4,202,5707
2829,5355,6,17,292,7000
2830,4592,6,17,292,7000
2831,3280,4,13,248,7000
2832,1276,4,12,152,2308
2832,3986,5,14,267,7000
2832,462,1,3,232,7000
2832,1254,5,14,249,7000
2832,2121,6,17,292,7000
2833,4592,6,17,292,7000
2834,5251,2,4,297,5400
2835,660,2,6,156,2399
2836,120,3,10,230,7000
2836,4204,2,5,256,7000
2836,943,6,19,287,7000
2836,4514,2,6,298,5400
2837,4518,2,6,272,7000
2838,3696,6,19,69,1299
2838,5204,2,5,1,2404
2839,4891,3,7,298,5400
2840,2205,6,17,292,7000
2841,1409,4,11,160,2303
2842,4316,3,9,248,7000
2843,2914,6,17,292,7000
2844,660,2,6,160,2303
2845,341,3,7,100,1315
2846,4531,2,6,295,7000
2847,5139,3,7,12,3562
2848,2639,3,9,291,7000
2848,5135,6,19,146,2299
2848,3271,6,18,144,2204
2848,645,2,6,272,7000
2849,137,4,13,109,5007
2850,660,2,6,160,2303
2851,2182,6,17,292,7000
2852,4066,5,14,136,1602
2853,5269,2,5,2,2404
2853,4407,2,4,144,2204
2854,3642,6,19,2,2404
2855,3753,5,15,2,2404
2855,3359,4,11,161,2399
2855,4314,3,9,285,7000
2855,2796,6,18,116,7000
2856,4078,6,19,1,2404
2857,4394,3,10,268,7000
2858,909,2,6,178,2803
2859,2182,6,17,292,7000
2860,4170,4,11,291,7000
2860,3897,5,15,19,3599
2860,1155,3,8,145,2299
2861,727,2,6,267,7000
2862,5092,6,17,292,7000
2863,5296,6,19,298,5400
2864,4144,5,15,144,2204
2865,2233,2,4,267,7000
2865,472,4,11,145,2299
2866,670,3,10,298,5400
2867,1852,3,10,303,7000
2868,2527,5,15,149,2506
2868,3433,3,8,294,7000
2869,4770,2,5,67,5401
2870,5487,6,17,184,7000
2871,734,2,6,145,2299
2871,2625,3,9,152,2308
2871,694,3,8,145,2299
2872,1145,2,6,184,7000
2873,4760,2,5,93,1315
2873,1704,3,9,2,2404
2873,717,3,8,2,2404
2874,1191,1,1,281,7000
2874,5170,2,4,67,5401
2875,1368,5,14,243,7000
2875,2279,6,17,172,2303
2876,290,3,7,35,5212
2876,3139,3,10,267,7000
2876,1071,6,18,235,7000
2876,5448,3,7,145,2299
2876,3329,3,9,249,7000
2877,170,3,10,160,2303
2878,1275,5,14,100,1315
2879,4209,5,16,173,2303
2880,5270,2,4,1,2404
2881,1668,1,2,69,1299
2882,686,2,6,160,2303
2883,2748,6,18,267,7000
2883,688,4,11,145,2299
2883,595,3,7,145,2299
2884,4187,4,13,69,1299
2885,825,2,6,160,2303
2885,638,2,4,172,2303
2890,4002,5,16,161,2399
2890,3120,6,18,2,2404
2891,2759,6,17,293,7000
2892,5162,3,10,80,5404
2893,4625,5,16,80,5404
2894,5073,5,15,84,5499
2894,2233,2,4,267,7000
2894,2381,6,17,21,3572
2895,5369,5,16,19,3599
2896,4059,5,16,207,4004
2897,1612,2,5,19,3599
2898,992,2,6,2,2404
2898,2927,1,3,267,7000
2898,2386,1,1,144,2204
2898,1297,3,9,145,2299
2899,4059,5,16,207,4004
2900,283,6,17,185,2604
2901,3762,4,12,101,1315
2902,1801,6,17,270,7000
2903,4112,3,9,71,1299
2904,4059,5,16,207,4004
2905,121,3,7,69,1299
2906,2015,6,17,2,2404
2906,148,3,10,152,2308
2906,19,3,9,145,2299
2907,4309,5,16,267,7000
2908,4528,5,16,75,5404
2909,1579,1,2,2,2404
2910,4059,5,16,117,5011
2911,4059,5,16,207,4004
2912,3664,6,19,92,1315
2913,4059,5,16,207,4004
2914,592,3,7,272,7000
2915,3238,6,18,145,2299
2916,5120,5,14,54,4801
2917,3399,6,19,88,1313
2918,1871,3,9,272,7000
2956,1055,4,12,145,2299
2956,4327,3,9,61,2310
2956,3950,5,14,187,2604
2956,236,3,7,187,2604
2957,689,3,8,194,2999
2957,3388,5,16,143,2203
2957,2551,4,12,187,2604
2957,1959,1,2,291,7000
2957,4045,4,13,155,2309
2957,792,3,8,187,2604
2957,358,1,2,187,2604
2958,2162,6,17,223,7399
2959,3280,4,13,267,7000
2960,3399,6,19,194,2999
2961,5318,6,17,19,3599
2962,1189,2,6,192,2999
3060,2622,6,17,194,2999
3060,182,1,3,194,2999
3061,5070,5,16,67,5401
3092,3448,6,19,144,2204
3093,2623,6,18,145,2299
3093,1479,1,2,145,2299
3094,3355,6,17,293,7000
3095,3068,4,12,269,7000
3096,3163,2,6,2,2404
3096,1027,4,12,214,5307
3097,4373,5,16,145,2299
3098,737,2,6,88,1313
3099,5418,3,9,80,5404
3100,1806,4,12,2,2404
3101,3884,6,19,144,2204
3101,2978,1,1,161,2399
3101,877,2,6,2,2404
3101,3041,2,4,145,2299
3102,647,2,6,214,5307
3103,4191,3,7,184,7000
3104,3353,6,18,2,2404
3104,2503,4,13,144,2204
3105,5237,6,19,67,5401
3106,563,3,9,144,2204
3107,3954,5,14,267,7000
3107,4378,1,3,144,2204
3108,3597,3,9,80,5404
3109,869,1,1,291,7000
3110,3605,4,13,267,7000
3111,5109,2,4,292,7000
3112,3620,6,19,1,2404
3113,2194,5,15,267,7000
3113,2448,2,4,171,2308
3114,5119,5,14,292,7000
3115,5099,2,5,292,7000
3116,5097,2,5,292,7000
3117,3068,4,12,285,7000
3118,4509,2,5,293,7000
3119,4709,2,6,84,5499
3119,1876,3,9,59,5005
3119,3658,5,16,144,2204
3120,5101,2,5,292,7000
3121,1039,2,6,292,7000
3122,1877,2,4,1,2404
3123,5046,6,19,67,5401
3124,1596,6,17,298,5400
3125,2251,1,1,144,2204
3125,4398,5,15,268,7000
3125,2620,5,15,161,2399
3126,5086,4,11,293,7000
3127,3362,3,10,294,7000
3128,4693,2,6,292,7000
3129,1082,1,2,237,7000
3130,2761,4,12,255,7000
2963,4385,6,17,101,1315
2963,2316,1,1,88,1313
2964,1829,2,5,292,7000
2965,2807,4,11,151,2501
2966,5010,3,8,297,5400
2967,1180,5,14,270,7000
2968,5169,2,4,292,7000
2969,1180,5,14,88,1313
2970,4477,3,7,68,1315
2971,614,3,8,293,7000
2972,989,6,18,195,2999
2973,657,2,6,2,2404
2973,743,2,6,231,7000
2973,230,5,14,94,1315
2973,3655,5,16,165,2605
2973,2619,2,4,160,2303
2973,3781,2,4,1,2404
2973,4905,2,5,292,7000
2973,4890,6,18,264,7000
2974,4209,5,16,143,2203
2974,1111,5,14,297,5400
2975,2648,6,17,284,7000
2975,5156,3,9,67,5401
2976,5317,3,9,298,5400
2977,3894,5,14,94,1315
2978,4082,5,15,94,1315
2979,4367,5,16,144,2204
2979,3067,3,9,12,3562
2979,555,2,4,293,7000
2980,5098,2,4,292,7000
2981,4694,2,5,293,7000
2982,924,3,10,252,7000
2983,4694,2,5,292,7000
2984,3205,5,16,149,2506
2984,1068,2,5,109,5007
2985,3141,3,10,248,7000
2986,178,2,4,144,2204
2986,2885,6,18,145,2299
2987,5105,2,4,292,7000
2988,4772,2,6,298,5400
2988,351,2,5,292,7000
2989,1776,3,8,193,2999
2990,2151,5,14,144,2204
2991,5023,2,5,298,5400
2992,1061,3,8,195,2999
2992,4344,5,16,172,2303
2993,3363,4,11,293,7000
2994,5242,3,8,298,5400
2995,5097,2,5,292,7000
2996,5100,2,4,293,7000
2997,5308,1,2,292,7000
2998,1503,4,11,293,7000
2999,729,3,9,136,1602
3000,2233,2,4,267,7000
3000,180,4,11,292,7000
3001,1773,3,8,297,5400
3002,1477,2,6,227,7000
3003,4131,5,15,193,2999
3004,5056,2,5,1,2404
3004,5056,2,5,248,7000
3005,1118,5,14,184,7000
3006,604,4,11,95,1315
3007,1212,1,2,267,7000
3007,3007,3,7,230,7000
3008,4233,6,19,1,2404
3009,1901,2,5,292,7000
3010,2313,4,11,293,7000
3011,2342,4,11,293,7000
3012,487,6,19,267,7000
3013,2269,2,4,292,7000
3014,4675,2,6,1,2404
3015,5096,2,5,292,7000
3016,2899,5,15,145,2299
3017,5014,3,10,212,5212
3017,2180,6,17,298,5400
3018,3745,5,16,144,2204
3019,4542,5,16,93,1315
3020,3599,6,18,1,2404
3021,5035,2,5,292,7000
3022,181,1,3,292,7000
3022,1455,2,5,292,7000
3023,4423,4,13,144,2204
3023,4394,3,10,264,7000
3023,3642,6,19,2,2404
3023,3905,5,14,268,7000
3023,1178,5,14,95,1315
3023,2078,2,5,161,2399
3023,3184,6,19,172,2303
3023,4694,2,5,292,7000
3023,16,5,16,288,7000
3024,3015,3,7,293,7000
3025,2233,2,4,267,7000
3026,3217,4,11,273,7000
3027,356,4,12,1,2404
3028,1953,2,5,235,7000
3029,5480,4,11,272,7000
3030,5385,3,9,66,5401
3031,5337,2,5,292,7000
3032,4294,3,9,21,3572
3033,4905,2,5,292,7000
3034,4546,1,2,93,1315
3035,2697,1,1,2,2404
3036,1383,4,14,293,7000
3037,5456,2,0,297,5400
3038,2738,6,17,161,2399
3038,1683,4,11,143,2203
3038,871,3,8,194,2999
3039,4736,2,6,292,7000
3040,5169,2,4,292,7000
3041,953,2,6,211,4099
3042,1409,4,11,145,2299
3042,3788,6,19,2,2404
3042,1092,5,14,144,2204
3043,4671,2,6,294,7000
3044,2650,4,11,152,2308
3045,2700,6,19,184,7000
3046,4353,5,16,144,2204
3047,4651,5,15,84,5499
3047,3496,6,18,144,2204
3047,4419,3,10,145,2299
3047,1930,2,5,264,7000
3047,5206,1,2,172,2303
3048,4684,3,7,185,2604
3049,1165,5,14,235,7000
3050,4798,4,13,297,5400
3051,3234,6,18,94,1315
3052,2165,1,2,2,2404
3052,2081,2,5,100,1315
3052,657,2,6,145,2299
3052,688,4,11,145,2299
3053,1403,4,11,109,5007
3053,89,2,4,184,7000
3054,2048,1,2,69,1299
3055,1590,1,2,8,3522
3056,1300,1,2,2,2404
3057,4606,4,11,235,7000
3058,2412,5,15,287,7000
3059,1958,6,17,69,1299
3062,1674,2,5,267,7000
3062,3408,3,7,145,2299
3062,3677,5,16,143,2203
3063,1277,1,3,72,1210
3064,2961,4,12,298,5400
3065,1989,6,17,161,2399
3066,3493,2,4,2,2404
3067,2219,6,17,69,1299
3068,4946,5,14,298,5400
3069,4946,5,14,80,5404
3070,1665,4,12,267,7000
3070,5412,1,1,145,2299
3071,5351,3,9,298,5400
3072,3824,1,3,80,5404
3073,1856,5,16,266,7000
3074,4227,5,15,192,2999
3075,2525,6,17,131,5399
3076,2102,1,1,192,2999
3077,4578,6,17,211,4099
3078,163,1,2,2,2404
3078,3685,6,19,145,2299
3078,2776,1,1,158,2305
3079,2901,5,15,172,2303
3080,4670,2,5,6,3532
3081,747,3,8,2,2404
3081,5238,6,19,152,2308
3081,3231,1,1,172,2303
3081,839,1,2,192,2999
3081,315,1,3,267,7000
3081,2351,2,4,172,2303
3081,4928,3,7,155,2309
3081,3058,5,16,190,2604
3082,881,3,8,192,2999
3083,3333,4,13,140,2099
3084,4747,6,19,297,5400
3085,2441,6,17,69,1299
3086,5478,5,16,1,2404
3087,2850,1,1,2,2404
3087,397,2,6,2,2404
3088,3685,6,19,100,1315
3089,2928,5,16,2,2404
3089,3132,5,16,2,2404
3089,1514,3,8,161,2399
3089,944,3,9,145,2299
3090,4704,1,1,287,7000
3091,3025,6,18,2,2404
3131,1747,1,2,298,5400
3131,1992,1,3,194,2999
3131,3806,5,16,187,2604
3131,3233,6,18,165,2605
3131,2843,4,11,165,2605
3131,1573,4,11,194,2999
3131,1031,3,8,165,2605
3131,0,6,18,172,2303
3131,3024,4,11,145,2299
3131,2624,6,18,187,2604
3131,3254,4,13,143,2203
3132,225,2,5,144,2204
3132,4132,5,15,165,2605
3132,2373,4,13,166,2605
3132,420,1,2,277,7000
3132,304,3,9,172,2303
3132,2829,1,1,277,7000
3133,3637,4,13,172,2303
3134,5141,3,7,93,1315
3135,4043,3,9,2,2404
3136,3665,6,19,143,2203
3137,3815,6,19,2,2404
3137,133,3,7,145,2299
3137,783,3,8,69,1299
3138,2983,5,15,252,7000
3139,3327,5,16,267,7000
3238,3158,5,16,235,7000
3239,148,3,10,235,7000
3240,1149,1,1,156,2399
3241,535,1,1,194,2999
3275,4092,5,15,2,2404
3276,3447,4,13,144,2204
3277,1025,3,8,214,5307
3278,2937,2,5,291,7000
3279,111,3,7,298,5400
3280,245,3,9,140,2099
3281,3864,6,19,145,2299
3281,5410,1,2,297,5400
3282,360,1,2,168,2304
3283,2604,2,4,297,5400
3284,2271,2,4,235,7000
3285,1866,4,12,266,7000
3286,2764,5,15,145,2299
3287,2604,2,4,293,7000
3288,4331,5,16,2,2404
3288,4424,3,9,2,2404
3288,1283,3,9,145,2299
3289,390,2,4,267,7000
3289,3928,5,14,144,2204
3290,3067,3,9,224,7399
3291,3280,4,13,248,7000
3291,1342,6,18,144,2204
3291,168,3,7,145,2299
3291,258,1,3,165,2605
3291,3524,5,16,272,7000
3292,1715,2,5,94,1315
3293,1548,2,5,228,7000
3293,2206,1,3,235,7000
3294,4201,5,15,184,7000
3295,3357,4,11,12,3562
3296,5332,2,5,297,5400
3297,5250,2,4,165,2605
3298,3951,5,14,12,3562
3299,1223,2,4,194,2999
3299,2756,1,1,150,2506
3300,2282,6,18,94,1315
3301,2419,4,12,293,7000
3302,391,2,4,197,7000
3302,2370,2,4,2,2404
3303,4233,6,19,1,2404
3304,329,3,7,184,7000
3140,1306,4,12,151,2501
3141,4348,5,16,54,4801
3142,661,2,6,264,7000
3143,997,1,2,278,7000
3144,4687,4,12,293,7000
3145,3413,6,19,1,2404
3146,2233,2,4,267,7000
3147,2583,4,12,293,7000
3148,688,4,11,145,2299
3149,3064,4,11,270,7000
3150,827,4,12,292,7000
3151,2422,2,4,1,2404
3152,2592,3,10,194,2999
3152,2411,2,4,165,2605
3152,2728,5,15,165,2605
3153,170,3,10,160,2303
3154,5340,5,16,287,7000
3155,5420,6,18,267,7000
3156,883,5,14,293,7000
3157,2225,1,1,231,7000
3157,2364,2,4,152,2308
3158,2336,2,4,21,3572
3159,4169,2,5,1,2404
3160,849,3,8,183,2799
3161,3964,4,13,288,7000
3162,4280,5,16,161,2399
3162,2718,1,2,2,2404
3162,4033,6,19,171,2308
3162,4214,6,19,298,5400
3162,1559,4,11,293,7000
3163,1178,5,14,252,7000
3164,4669,2,6,67,5401
3165,1275,5,14,248,7000
3166,3453,3,10,2,2404
3166,1589,2,5,2,2404
3166,62,3,8,171,2308
3166,5131,4,11,145,2299
3166,4026,6,19,169,2305
3167,1150,5,14,2,2404
3167,2272,2,4,267,7000
3167,5268,2,5,1,2404
3167,2408,6,17,144,2204
3167,2423,4,11,230,7000
3167,4890,6,18,159,2302
3168,232,3,7,266,7000
3168,5248,3,8,297,5400
3169,1860,1,3,280,7000
3170,3067,3,9,248,7000
3171,2032,6,17,1,2404
3172,3990,5,15,33,5212
3173,2370,2,4,259,7000
3174,3185,6,18,184,7000
3175,5009,3,8,292,7000
3176,4518,2,6,266,7000
3177,2434,4,13,144,2204
3177,3199,6,18,252,7000
3177,782,1,1,300,7000
3177,291,3,7,292,7000
3178,2368,6,17,1,2404
3179,2370,2,4,259,7000
3180,4525,1,1,297,5400
3181,4987,3,10,298,5400
3181,1511,3,8,293,7000
3182,1489,3,8,298,5400
3183,5140,3,7,6,3532
3183,787,2,6,143,2203
3183,796,1,1,194,2999
3183,2592,3,10,160,2303
3184,2133,1,2,270,7000
3185,485,3,9,66,5401
3186,2752,2,5,2,2404
3186,3458,4,12,143,2203
3186,3676,6,19,232,7000
3186,2652,2,4,144,2204
3186,3442,4,13,144,2204
3187,289,3,7,9,3532
3187,3575,4,13,263,7000
3188,3654,6,18,267,7000
3188,3345,6,19,94,1315
3188,4056,5,16,143,2203
3188,1525,5,14,146,2299
3189,3475,6,18,88,1313
3190,3915,5,14,100,1315
3191,3035,6,18,287,7000
3192,5141,3,7,297,5400
3193,1197,5,14,2,2404
3193,2707,4,11,144,2204
3193,1990,6,17,161,2399
3193,255,1,3,194,2999
3194,2323,2,4,184,7000
3195,4397,3,7,116,7000
3195,5110,2,4,185,2604
3196,513,2,5,294,7000
3197,2938,3,9,248,7000
3198,3713,6,19,152,2308
3199,4583,4,11,298,5400
3200,63,3,9,216,2399
3201,4335,3,9,21,3572
3201,953,2,6,100,1315
3201,2822,2,6,100,1315
3202,745,6,19,293,7000
3203,1700,3,8,145,2299
3203,852,4,11,165,2605
3203,3501,3,10,237,7000
3204,4639,3,10,248,7000
3205,4131,5,15,184,7000
3206,4519,2,6,298,5400
3207,5471,4,13,1,2404
3208,5471,4,13,1,2404
3209,1639,4,11,100,1315
3210,150,3,10,100,1315
3211,2223,4,13,208,5311
3211,77,4,13,152,2308
3212,599,6,19,291,7000
3213,3098,4,11,171,2308
3214,4682,5,16,57,4803
3215,2015,6,17,252,7000
3215,3302,6,19,271,7000
3216,2046,1,2,2,2404
3216,3579,5,16,145,2299
3217,2068,1,2,252,7000
3218,2960,4,12,2,2404
3218,5408,1,1,298,5400
3218,1834,3,8,145,2299
3218,1925,1,3,194,2999
3218,2829,1,1,291,7000
3219,3549,5,16,72,1210
3220,1983,1,3,59,5005
3221,1789,3,9,88,1313
3221,5456,2,0,19,3599
3222,4552,2,5,259,7000
3223,760,5,16,19,3599
3224,463,1,1,2,2404
3224,3899,4,13,300,7000
3224,5211,3,8,272,7000
3225,3394,6,18,1,2404
3226,4406,3,7,54,4801
3227,4377,6,19,160,2303
3228,3785,5,15,266,7000
3229,4125,6,19,2,2404
3229,2131,6,17,2,2404
3229,3908,5,14,169,2305
3229,4890,6,18,158,2305
3229,4090,5,15,267,7000
3229,4049,3,9,145,2299
3229,4408,2,6,194,2999
3230,63,3,9,160,2303
3231,1431,1,2,2,2404
3231,3866,5,14,144,2204
3232,5477,4,12,12,3562
3233,2734,5,15,143,2203
3234,3247,6,18,298,5400
3235,2817,4,12,69,1299
3236,242,2,5,12,3562
3237,4369,5,16,292,7000
3242,3447,4,13,145,2299
3242,2693,1,1,94,1315
3242,4017,5,16,144,2204
3243,1204,3,8,19,3599
3244,63,3,9,216,2399
3244,3730,4,13,144,2204
3244,2615,2,4,143,2203
3244,2324,2,4,194,2999
3245,3993,6,19,69,1299
3246,1830,5,14,69,1299
3247,3096,6,19,12,3562
3247,1290,2,5,2,2404
3247,3491,5,16,2,2404
3247,2791,2,5,267,7000
3247,1869,4,12,174,2301
3247,657,2,6,272,7000
3247,1773,3,8,264,7000
3248,5479,5,16,266,7000
3249,2040,2,5,273,7000
3250,1215,6,19,267,7000
3251,4347,2,4,243,7000
3252,338,2,5,235,7000
3252,3402,6,18,2,2404
3253,3407,6,18,72,1210
3254,5144,3,7,297,5400
3255,773,2,4,194,2999
3256,1852,3,10,302,7000
3256,4369,5,16,86,1313
3257,1247,6,18,94,1315
3258,1536,1,1,291,7000
3259,3372,1,3,267,7000
3259,1913,4,12,2,2404
3259,870,3,8,161,2399
3260,1836,3,8,116,7000
3261,4187,4,13,254,7000
3262,4601,6,18,292,7000
3263,1435,4,12,269,7000
3263,1771,3,8,80,5404
3264,2715,5,15,80,5404
3265,4835,5,0,80,5404
3266,1743,1,3,138,5499
3267,5138,1,1,292,7000
3268,1915,1,3,94,1315
3268,227,2,5,2,2404
3268,1977,1,2,133,5212
3268,4857,4,11,283,7000
3269,2569,6,17,300,7000
3270,2213,2,5,12,3562
3271,3674,2,5,80,5404
3271,4920,4,13,80,5404
3272,2428,5,15,1,2404
3273,2846,4,12,143,2203
3274,4603,4,11,84,5499
3305,901,4,11,144,2204
3305,223,4,13,145,2299
3305,2996,6,18,145,2299
3305,4466,3,10,145,2299
3305,2018,3,9,288,7000
3305,3023,2,4,192,2999
3306,3225,6,19,2,2404
3306,3204,5,16,194,2999
3306,1,5,15,291,7000
3306,3093,6,18,172,2303
3306,1740,3,9,164,2605
3306,1978,3,9,166,2605
3306,2587,2,4,144,2204
3306,2529,5,15,144,2204
3307,5303,4,11,101,1315
3308,4521,2,6,88,1313
3309,2020,6,17,144,2204
3309,4717,3,7,80,5404
3310,4992,3,10,294,7000
3311,1134,1,2,2,2404
3311,4143,2,5,194,2999
3312,4998,6,18,298,5400
3312,1428,4,12,227,7000
3313,3564,5,16,101,1315
3314,3932,5,14,228,7000
3388,3610,5,16,12,3562
3388,2260,6,17,69,1299
3388,3106,6,18,246,2505
3388,1000,2,4,144,2204
3388,5004,5,14,97,3699
3389,66,1,3,101,1315
3390,5062,5,16,297,5400
3391,4007,5,16,2,2404
3392,3241,6,19,2,2404
3392,3242,3,7,194,2999
3393,3294,5,16,103,5213
3428,4413,4,13,145,2299
3428,1362,1,3,2,2404
3429,3154,4,11,194,2999
3429,1045,1,1,168,2304
3430,5028,3,10,80,5404
3430,2967,6,18,80,5404
3431,2367,2,4,94,1315
3432,560,5,14,192,2999
3432,925,3,10,152,2308
3432,3155,5,16,194,2999
3432,3500,5,16,145,2299
3432,625,3,7,172,2303
3432,213,3,10,69,1299
3433,2562,4,13,144,2204
3434,1690,3,8,80,5404
3435,3742,3,10,297,5400
3436,4073,5,14,2,2404
3436,1610,1,1,173,2303
3437,5440,1,2,293,7000
3438,980,4,11,140,2099
3439,125,4,11,144,2204
